x_km,y_km,dist_highway_km,dist_airport_km,road_density_km_per_sqkm,pop_density_per_ha,industrial_units,commercial_units
31.005312934444582,34.0872600127416,11.758076654914136,31.959650598768526,4.764206903352475,35.64259626336961,0,15
37.579957662567566,22.076273550979423,20.377949505360228,30.10797979850366,4.769952921913361,21.245535746374507,0,7
35.79309401710595,22.43751886141545,17.396466540129076,28.635215633959035,6.318925811828201,39.55878385083855,0,3
23.915999152443405,35.0661441063338,10.098193563290732,28.669960111069187,5.42902755485661,36.7075109385199,0,12
36.87496940092467,16.139314648495883,17.306848017772953,27.567284317717505,6.401549018903017,33.58294531801959,0,0
3.53970008207678,5.360609138025629,17.917825177034675,7.953579231999268,4.156937859754307,30.67252479199042,0,13
7.839314496765808,1.151307052533559,12.674734505857131,9.108673269056736,4.858526148556328,32.18400327114867,3,16
1.8090915564215226,30.20549022694476,18.84459574786367,21.802587379534693,4.203004318412699,33.266840951900065,0,5
13.013213230530575,24.812382054138588,7.974319677097541,15.115757211943151,8.443555066538195,45.35164673739858,4,17
15.547091587579281,28.163190723968942,6.521822476453108,18.99135914978873,5.655114212593456,50.0059040714343,2,23
10.853961270955836,8.518566460356428,13.286435765885473,1.7099401114288733,6.046005037636333,37.38003852550242,5,13
33.14950036607718,5.4548590234707905,14.611697476416403,23.591474597734077,5.5658336608885595,36.78028470718185,0,6
14.270133067743572,0.5817866267152771,6.270751125847569,10.341024106004024,5.294147169634821,39.69551446829896,7,22
11.23738038749523,14.023502352263879,9.309689188323794,4.209475193183922,6.260765285018183,40.06126464308413,7,24
21.70784332632994,23.596707474185322,3.045661102303605,17.942799377255923,7.298905419531068,59.925493225175416,11,18
5.636968998990506,15.689761803989292,14.635860121069088,7.170036882883196,5.785675200461661,35.00642619975104,7,17
32.08787923016159,17.498996880949164,12.204945899742253,23.326151913821725,6.030813558647836,45.59391710787211,0,17
2.982025747190833,36.166347779749934,17.455893584403285,27.091137272988682,5.250215538250487,29.63590474023545,0,4
39.47547746402069,13.930218680932015,19.81408657043852,29.736347970319734,6.708504918257605,38.88445187865318,0,5
30.889790771866295,20.559579566392433,11.2412054615986,23.40700918766263,5.9183827986924475,42.35790886866621,0,17
7.948627261366896,31.346120509645722,12.317433904592601,21.444462943266377,4.42135158306317,35.54265884528892,0,17
0.22088468494409597,15.861711292850806,19.822120095993252,11.40134885116211,4.89826502452909,29.784446343965335,0,12
32.618457138193364,24.88346800911494,12.636492741025313,27.076045192949397,8.034196405156617,38.635380948870385,0,8
28.274293753904686,34.49454834986981,12.674271733016989,30.560312679488565,4.85356138370433,40.972580563735846,0,17
29.160286721639494,37.98082494630569,9.718506468531595,33.91228615017332,6.284336115967966,26.879478200969338,0,8
30.85081386743783,5.8829392371615175,11.335852594893147,21.253390982604206,6.671353612411708,31.258281347825367,0,11
2.9617860693636144,37.06350500645978,18.176546579262833,27.963722187292547,3.9400949053243868,21.459148760411164,0,7
14.338629141770905,19.684651723181528,5.907596114170028,10.61207716845042,7.604664446039318,56.12759312072352,7,24
4.634762381005189,10.329775531958333,18.360193872734587,5.375362928189642,6.579468358746144,41.21797699483109,3,16
34.52413703502374,18.36543024953045,16.067529816899327,25.91165221618224,5.504323880428994,36.828162820322866,0,10
24.931925073102317,39.201303011419085,5.025588711743324,32.79753777272701,4.863448900749505,36.81851828705425,0,13
13.235920994105967,19.704723759714785,7.304643779927423,10.229997455154543,6.519077138286276,49.92741805523681,13,17
2.5423340114409454,13.150064411500328,19.570608948699906,8.095658576886219,4.375177785593735,37.270641506344525,0,12
12.439292868626488,25.33603417266903,10.456268734494344,15.528814952989952,6.092469559350632,40.881043931156206,7,3
13.007332881069882,9.605824751127724,7.62265456203151,3.033055420592838,5.141734662757625,44.853096807107704,11,16
29.18424713352256,3.0345331243465568,10.134641306098997,20.409631718281787,5.133481556477585,40.51676604166401,0,13
25.502298854208526,5.155188876425969,5.6850612434653245,16.241719877780852,5.009261748481264,43.831209116821086,1,10
35.48850970305306,5.121833558310898,20.217954389145874,25.951120105218035,4.9655058265986165,29.362111536194238,0,8
18.888597006477973,6.076107740491774,1.3749411585397107,9.716176573518915,4.660056806508026,50.3495820400387,15,17
4.783769837532068,5.553086905976405,18.076239493961822,6.8544943776794165,5.117394769487863,16.463656012798225,0,18
28.5297914889198,25.634989792128586,9.578604548388359,24.2447123806988,7.133367859197718,48.377038922864216,3,20
30.431401944675898,7.275203375965793,11.367224167548091,20.612294924807724,3.9369092996011803,34.5919949249778,0,9
22.45108790277985,13.826691332954528,3.1699396553722914,13.025864904890579,7.302929359372396,42.619759711327156,10,17
30.83868719818244,35.87153639624047,11.100922226234404,33.22028415961682,6.099235061379922,37.78621766718295,0,9
19.75182385457563,18.958465610514892,0.44240191544773755,13.242060813387328,6.871683110124104,65.57639793527137,13,18
20.909313175279763,26.702309540841085,1.15839807390027,19.94944254745991,8.323501069406628,51.969846122821174,11,19
17.101640734341984,6.8927948480651935,3.104692729212566,7.751646597715582,6.321640140634396,49.78819259235215,11,16
1.0167650697638075,7.691560752346831,20.49547568780899,9.275095771576765,4.0423391020306045,35.1893106902876,0,5
4.315657079732178,1.6347446506591545,16.115318561340896,10.113814883360014,4.3327023918823215,34.365697347306366,0,14
1.25716742746937,6.757402522886582,18.8024155808634,9.324782023719635,5.004299896253105,35.84953729799678,0,13
25.456416450551217,11.143613561278345,8.933500667077992,15.49866644167846,6.500457756187875,48.84157674220677,5,12
12.574239243053068,7.080419371069873,9.578081726972933,3.8923847098274433,6.195765780998102,40.68653391129488,12,20
20.342827646588113,3.5481013502822245,2.970482200394867,12.190204260522359,4.79514059338177,34.04945962595181,6,14
36.30265895704372,4.825434844024032,21.582708726093426,26.806827353567837,4.794681477317678,25.70628531689565,0,6
9.971689165954999,18.43115072130903,10.219344530621187,8.431198253436703,5.346485499803597,40.52380874029232,9,18
16.415316921425188,8.2533487362317,4.0892649334686935,6.648840638754079,6.0688031496214565,56.52864111209084,6,19
30.222045541721947,14.570794441923018,11.641849017203217,20.732180004085215,5.540715489359764,41.725257112780675,0,14
9.151926619664899,20.136690834194276,12.038868782756438,10.172105461824078,5.784235866337892,43.747655111942244,2,12
3.0791963931517197,27.615793145174614,17.08791649164179,18.92653403817363,6.205519954697534,35.65777139790934,0,9
11.590058116550722,1.5724855936439575,10.101854886435593,8.576204515014055,5.834667077283169,34.911211327362835,7,14
6.448851490160177,31.976415956361706,13.80531917708041,22.26148049941798,5.77455659807415,43.48756962260295,0,8
37.18790609370292,25.11601557963631,17.441273847672562,31.107493707526746,4.43617786383908,30.232970104672418,0,5
32.32481518257668,3.2703612779548763,13.094788166867515,23.317062642311,4.629968954942227,33.64628129073957,0,4
25.33615026041694,34.94314496427109,6.234944784603859,29.28067597441577,6.590379039555421,37.30284720968832,0,11
34.85842360750871,36.83489602127253,15.72612945303818,36.57940498043748,4.745258967344842,23.082725626930173,0,4
32.14688307596458,2.44311839419455,12.242828978935595,23.400660024550742,6.653074780817832,29.47048104822229,0,10
7.4628023554414336,11.075105925888149,14.636522455849992,2.7555806356253396,6.006237318755677,37.1071084351008,2,13
35.70235993959911,32.24805119172245,16.01106143726613,33.99392722670054,5.166496096503078,29.93367018085431,0,6
21.573689676626028,29.930387615346334,1.7123943375954283,23.047139588868514,6.244560717924511,45.62739052707642,7,18
32.2976062065625,7.380840774255093,14.493564305042533,22.45090727771907,5.463790593161103,28.101349658021423,0,13
35.84365199693973,8.373972933468412,18.959328349693006,25.894754537551037,4.930282484496276,30.453196986014767,0,4
12.720138998874555,14.81888411165528,9.261287785600407,5.533606441983561,7.226185629707211,38.91041215942038,12,12
4.40207698110707,19.380919407640853,17.256110488626543,10.92421123276661,6.423831280525978,39.56202075473681,0,8
9.117406501677667,24.730190861211838,11.947505999520953,14.756608488775788,5.591285735590401,42.57229445822378,0,11
17.08431154505025,14.756545582790896,3.716103236519647,8.533006266756157,6.035075471882001,44.85460311593702,12,16
32.72059063689972,18.501388645325918,12.811595533652072,24.258995193297924,4.609751391937277,39.23959478405742,0,7
34.429223330253734,29.89883752535026,14.954237830163999,31.50794641641535,5.781652487488198,31.263828563352828,0,3
0.27808522124762813,1.467328115623916,20.188226857382986,12.935305038990997,3.0578348752063507,24.438613524374073,0,6
20.42989210310263,10.09747777376083,0.7306645265789156,10.430347606802949,4.790910152463706,56.42507081233089,16,19
16.69644012595116,28.533983435382098,4.588815454045909,19.70661950572616,6.938199933324139,39.17864358941077,10,18
8.88431241882921,35.808273507487975,11.800620065088443,25.83237774994947,7.095632550517513,35.349706607001394,0,9
4.794614693347312,20.467097684626644,15.289904753888246,11.690002999581829,5.713259562547628,36.341825590419624,0,10
13.504606856145118,21.284539410612627,6.744089405035298,11.816221854967388,7.6776139318169,53.36346442810525,5,14
37.71638815650077,4.286880453591042,18.86605828409802,28.299079620958988,4.513368043045803,27.95231770719112,0,6
12.92811728083021,17.896494672938186,7.151067559364703,8.421905896531833,6.814174291482297,45.2865263218583,10,14
20.751624869734645,21.304690658200926,2.65682349277885,15.601072662388052,8.509404932737569,55.57061021759317,10,21
28.120758355807112,9.698820145389186,8.804245400119191,18.123261094360934,5.800199868180093,38.50054470612972,6,6
14.54518409517176,10.769729237975238,6.109871042263832,4.609900384910315,6.6056723939020765,51.603490456158106,13,17
38.87128330883843,15.091366524184906,19.768771385426504,29.316770166285426,5.332473569067424,30.72294137805054,0,7
38.497891797684446,0.8028479111090547,20.239039710628923,29.94524074805079,3.466676600992299,32.72742666616216,0,6
10.071291833014566,12.883166623327131,10.356126300930649,2.88404790239728,6.961246728541604,42.30271843987747,6,28
19.88994023569542,8.457920279861785,1.2433136622274312,10.009441928943328,6.128641527607705,44.293704887427516,11,20
12.035132392670786,13.099894087116585,8.798960948364188,3.7082485363090596,5.814695804401374,37.4938937760581,10,12
11.393619775098704,4.790485272770049,8.917028370502367,5.392700600883747,5.807857044978446,29.050115234283254,14,15
1.4754778941813118,35.6210912295958,20.63343354125905,27.00199609154594,3.6464671308192886,17.53088028935715,0,0
24.382573359195874,23.743698142161946,5.9792234929486066,19.893407326436478,7.157964066092066,52.582149109894864,6,15
20.10716092915446,27.164092765779586,1.1814274985393365,19.91885495002445,6.917970675571222,54.7880171861239,7,14
2.059150049999574,31.566849544293532,19.841855668542035,22.982299649830868,5.666765895669268,20.826781608928354,0,11
11.145858569464458,19.93768795716229,10.873762068756072,10.003531066335704,7.051604482516042,50.183949844083074,7,13
36.33063543866615,3.4768115234969477,17.56288075957546,27.126635443857094,4.495244332191473,25.57169368971232,0,6
9.582475626678896,21.484261672741912,12.231611223942036,11.491848970915257,7.075803538440722,44.09542944182667,8,12
5.795794883648924,23.473644720835164,15.39978478072306,14.114334653948157,6.918749266399322,45.73843226548541,0,20
19.57811041110252,29.8175789673732,1.5617638806263434,22.010829951988253,6.972252291514742,53.8766749485695,8,16
39.42601816442403,17.266381849187177,20.38995458344622,30.309913397949682,5.065670309862629,28.844957562000562,0,13
9.682210860460017,5.10321211182255,11.715009531166046,4.907088908814566,4.232379271197746,31.565522487859702,7,17
26.885421896235144,11.351036231948978,7.058116071696423,16.93938521652708,5.489655107874057,34.65683854640096,6,16
30.4647846131487,14.523291855945404,12.592330931200856,20.95871127900353,5.984130053489949,38.29680005134536,0,13
9.505501759695987,25.83668965326405,12.549001562446948,15.8444080887695,5.7111316818609925,40.661457648560855,0,14
29.128653944474383,22.831132186756477,9.158337456017405,23.033526758216457,6.416783628254617,40.92733810718853,0,5
14.711325308770128,14.24386903591385,7.036322067505186,6.340899822505186,6.872792634277962,48.008705426521054,11,17
25.292233223743178,39.460609951719185,5.430197131146934,33.19307059759145,5.3986477385460985,37.50178441629179,0,15
25.34118843043579,24.230992774275485,5.749335412945098,20.92542037330715,6.921512009619244,49.18712593159718,5,15
21.43098736299034,9.48907166943978,2.7916461661510814,11.442400091406258,6.798017751774733,44.74627359089897,16,12
3.611590802176332,4.07129890481615,16.563667632553233,8.71557621473602,4.623485574728775,29.70747982942821,0,11
33.41209982356952,6.114365567373281,15.115667245728092,23.73235287730229,3.5238291937955353,35.34655260417388,0,15
12.831202598869433,9.838309135380324,8.953387698142791,2.835815948108497,5.383146633099828,37.63541041807991,6,21
7.460740415994169,6.427254930382227,13.247454889315426,4.3831890864350775,5.112965194138282,41.95250271217748,4,14
1.6310056621905566,7.4626809620522305,18.375400686426858,8.745173190201479,3.696288984663788,28.07965752160976,1,14
23.635717727529673,11.403806747753883,3.9740450702415284,13.707788710434164,7.079927951561492,48.77379203003367,11,16
27.1025744736913,6.934943811790193,8.062103968055037,17.375057498179405,6.993972774339317,44.63916752201766,2,8
0.6635131571142461,35.870616985057005,23.309650310860164,27.503796278966632,5.222681583171427,24.49573617964459,0,1
20.48372233197124,3.2093498264656883,1.4828880810603033,12.490851200506476,5.309603226186865,47.226622615242945,6,24
9.059831007917518,20.980455582810187,11.241008689092599,11.020631676076503,7.544978623939941,44.83110124452935,3,14
25.806911616377995,16.41587307958646,6.812049144319546,17.059363476441547,7.0953426230881,46.70784627014744,7,15
6.974657160199658,39.29514467634426,13.801839846578012,29.450945670831565,4.238319096272908,31.626516857190424,0,7
27.63750952409864,4.481556086722094,9.150934754228105,18.480664637308482,4.914869035260069,32.40984269356811,3,20
15.469413852021496,15.914223961829666,4.643733165274333,8.055590168036407,6.842904053642653,52.12013063179982,11,25
37.46919954946938,38.77881733101476,18.900608030205863,39.7841331545691,3.8422672907395703,24.735604335491782,0,12
5.50083776583973,34.62028503575921,15.27844825323016,25.028002238519218,5.047722464994103,30.729454834313636,0,8
13.64265404201034,32.6828828379712,9.653967235757325,22.973508707006484,6.00040709290144,40.34331487867034,1,14
4.538940849623563,10.316113081797592,15.879415240365548,5.470200592701678,5.2659252854217655,24.407636947655927,4,6
36.98774473114251,6.835503495602633,17.989108428487537,27.172640721866795,5.125815530642828,26.770254546023075,0,13
35.09357413523924,26.74572879697724,17.78223511080779,30.167977986975863,6.472654354979981,35.04068918464106,0,3
10.317665108606224,37.17503956510343,9.790487889059051,27.176896189339995,5.802209312002622,36.18781137312122,0,12
26.39936184136716,22.270515720557192,9.167615768205929,20.48181205002454,5.793548780253733,43.487597444691616,4,9
32.688888008048636,22.864507578795994,13.853273891606605,26.082200717858775,4.005633003808461,46.3937016700537,0,7
22.208032463978494,11.199163746411367,2.2782801142696023,12.2667864712915,7.386416679814374,45.456390707279056,8,15
21.18602313424026,30.779717327677474,1.5440755506684982,23.59923231331769,5.279782093238778,53.230481907106864,7,13
9.674091636018067,7.481749942300935,11.557499359103245,2.539251782477414,5.38606632138597,40.129746415807574,6,13
3.7241107122359685,12.947169456169746,16.34561521515879,6.933440282835874,4.403165831115213,30.857764189619594,4,9
35.88863031813307,17.017457544656672,16.76131204722803,26.822861333944548,4.133494416185285,44.32975688109555,0,11
36.016722286533216,20.3044151473782,16.44119141804458,27.9830450463153,6.03022794830551,29.79160523713984,0,4
25.32405829093072,9.69638929660321,6.294054481405554,15.327065667082516,6.867647497434376,49.85089942196229,2,17
13.561191641948028,4.593472989568141,6.485629597329927,6.47399569239969,5.034109090569302,45.06221286588777,13,21
13.968382984506436,24.424801697665302,8.083729860370477,14.960714138325349,4.805077193689565,45.12444087380148,5,12
29.038227154809576,11.54522212961023,12.668421529953918,19.10083256373831,5.7065593368661505,48.2518150384656,0,9
35.884410398103086,23.24952885690449,19.354246062594836,29.078389167685543,5.881435091987199,32.859256980142234,0,6
35.48345697060469,6.1745086109680924,16.868359627565923,25.76899228802357,3.7032173975530873,32.2515993497656,0,12
31.195021834304953,19.2456040741927,11.334383033138758,23.123800406797155,6.463626258588238,44.41400649571948,0,13
25.68126584617151,21.303577302063434,7.101171577331869,19.330622296295292,7.113416860912849,49.948968772322964,0,13
3.3655985998019533,2.0729414728970763,16.65929562248056,10.336998540730525,4.795073676544623,31.26866340031698,0,13
6.465148563784551,13.464171127756824,13.557223383949923,4.9493086667229,5.841122566336703,42.158553721488644,0,10
35.94216754108317,5.37658707755897,16.333153311300403,26.35093933394072,3.9765594071603823,21.457527210596396,0,10
24.257162386383598,2.5349988189107098,4.9278500613052785,16.09325703347137,6.260802454559729,46.08141120525903,4,18
0.3678820646651859,39.59840929559781,21.103566857918672,31.126251440704028,3.71214903035406,13.3955745560332,0,2
4.058861714641284,12.894153798988919,17.090924012249534,6.608574001852222,5.3601817406558645,39.16410483067559,0,9
26.54007076432223,32.3949778341854,7.130485751717939,27.84077895969224,5.151201048784431,48.053718915232196,0,9
0.20246335384874747,10.185626190550554,20.117227808709657,9.799294944805727,4.330868385676652,22.389848522101587,0,11
6.432322056699946,27.26010888895717,19.419206704957034,17.62497332666827,4.983955285307894,32.84830825127799,0,13
21.949351574663446,30.409114395587462,2.50479336477348,23.649925020326958,6.2731322876361695,42.629007545682974,4,13
27.67580790770773,23.825549624313773,8.276169956132271,22.44058839702172,8.082922350143793,46.21101364402297,0,16
26.078450380104023,18.863047542006335,6.257127172558579,18.359471080544008,5.974898928423044,49.14739727791286,4,7
8.970772378422392,16.473636565890743,12.613044322214916,6.554943164075184,4.972262925480691,46.012527458786465,6,12
28.487168853901434,13.954730661719811,9.670301091938008,18.905430617666713,7.613929665125518,51.29634920549991,5,15
9.489963499872003,37.18116576991304,10.759485029581173,27.18595059664008,4.811415473324579,41.457839306133,0,7
13.015987926370709,33.22477631150917,7.06998513053167,23.419786888262905,5.2213959829640615,38.69852846112262,0,9
29.859656204720967,38.601076426660505,11.000652025458207,34.81992988696828,5.67403055098192,32.40094329231532,0,6
25.98531596188859,4.971888939421789,7.048111056311731,16.757452886370263,5.089083675465052,31.882594225769687,3,15
33.96893641976712,29.23469900814577,14.288122268440858,30.732451236905955,6.948986890363136,32.08111599680254,0,8
26.304515692013734,37.533618272841515,9.317670098398843,31.999021346686124,5.74744705390844,41.5327988285347,0,2
22.732344133418863,7.249322646626406,2.896108416613514,13.02608202930444,5.653648572422325,53.58971123569365,6,9
3.746990713123699,2.6598506946711,16.819232759379712,9.642505741055155,6.160888716971819,21.652253569973304,1,9
14.708632122377342,29.644825971602362,8.166936310422313,20.201247583216894,5.8652832358702875,41.95324504417743,1,15
10.608094707269018,22.978924527196476,9.936162435424531,12.993162088409074,7.115724262444219,45.046876429738255,4,4
9.759585735163343,33.67315107033088,11.25797928256676,23.674371810408086,5.677018065424916,38.689042826812795,0,9
38.920422190097824,5.59089506505158,19.427246493106963,29.2545898275961,5.474026310847784,22.45591434936327,0,4
15.723908986670416,31.81069247439561,4.596592743396465,22.54926695705081,7.365066778755352,47.261060993114675,1,21
35.681862207084535,8.065092801909781,19.81563273621631,25.754648362749943,5.069564876936146,28.016063947760813,0,5
25.245545039890516,6.54623771462818,5.772049615735939,15.631862252693603,5.231235255200158,42.601510847588,9,17
31.792452141665937,6.570631917239718,14.037704648514069,22.06063316847128,5.6871715429069285,37.84052777279903,0,11
20.105483724207684,32.58298880925528,0.36678953669157405,24.740901051885235,5.5703130633880455,47.265285641973776,3,7
23.076155385054363,26.607888827848004,3.3158154664332216,21.137828908670937,8.51738649219203,48.87134077528875,1,20
19.700707752754557,20.922616990764773,0.3309212963409981,14.608466477741448,7.9637361547005385,58.316542931096,9,21
7.80971951192178,14.353219364940099,13.244876346954209,4.8731763210195504,5.6925494498192935,39.50112496962275,5,16
28.898084610460213,35.08802163252433,9.357783664632414,31.409336691151598,5.520284083877932,35.954651946179865,0,26
11.230894497634232,15.697804296905415,10.766843561192562,5.829243095817847,5.457158281774676,43.554993328724436,4,7
0.9726386572581536,32.66397757886308,19.668314457444662,24.395678562147815,3.7942429059857052,35.30263953576276,0,13
25.818891836286713,17.565396342808736,9.266974177487514,17.534895515854156,8.014179480832848,51.86343251414449,3,14
7.084427176281958,15.077777176996303,13.12078500197888,5.855287008305208,5.401224649825931,38.140473062218405,5,15
37.61834337411657,18.507191426784257,19.648028878846482,28.89887881393602,4.510250207715964,35.979284208873885,0,6
38.157143080103495,12.055114966565682,19.655920384777794,28.23204214999727,5.456433292546506,28.683682962328906,0,5
36.59457560881794,29.904375207050045,18.068267652707977,33.218302247347964,6.049731968291956,37.50594699198962,0,5
14.806348010217775,20.108815603699167,7.056584600596814,11.193262889118442,7.795943878803046,53.125126862498675,7,19
0.6182646611546971,9.288507805872692,20.81312745144903,9.408675736278877,5.475133176823309,26.912225742112046,2,4
37.132742503509014,35.982982930982736,18.116831253932578,37.567287867950554,3.8799944385906207,29.749705731726365,0,7
17.127365932692573,15.355648854928457,3.0133280532350093,8.915285738315019,6.043408291712106,45.17800071374388,7,16
38.666192761746785,21.742114444559544,18.699259675096773,30.97786078932433,6.388970090634808,26.269220611705375,0,2
38.54479908357011,36.25888443858188,21.081182385384377,38.78575210924989,4.042414256787237,18.826837961052163,0,1
34.120378218694405,24.969519836559684,15.079185908125186,28.3880110178579,5.553932244088715,38.205780234774295,0,14
11.777955682783428,4.675921628334563,9.814316856148212,5.613104035876903,6.453980742829137,46.36491943168396,10,14
15.40390914407701,37.59328494453901,5.252949216192784,28.117460910757256,5.717425787857391,50.34630465844585,4,15
34.045466860674274,25.108322122856713,14.170246024848282,28.39799066687265,6.1228745589881735,41.15956143693222,0,7
12.676880206251106,13.396224586283445,7.456863542865233,4.324353024337296,8.252862430960016,48.91486097021733,8,22
6.7797098674436995,5.57088290653549,14.377268947501012,5.476070376233214,4.549721473840665,24.23631724311766,7,15
22.272050498334007,31.761007570811838,2.8347062182581975,24.982887621942147,6.945503048768148,43.89081753422185,5,23
37.44619096643124,24.80291023714054,17.669990641322876,31.183642347465632,5.331325265344416,29.13085102264236,0,6
27.84119186699892,21.33844367905286,8.51766788040825,21.13926281349759,7.0216832553335315,44.68232428349314,2,17
22.802446803574597,35.75570332203831,2.8688098543680565,28.76210871565596,6.822325274191287,41.72187953363377,3,15
3.8870597508307414,31.543888448981228,16.98514568149421,22.39435571727975,5.433057447056879,29.32556655093512,0,14
24.60028906796679,6.066995189310047,4.913621864579249,15.120746268260072,6.229715724788764,32.97388242615848,10,13
39.60215400417053,12.46888271182193,21.199461294202493,29.704930626604103,5.708140982704419,32.1407213858636,0,9
5.603360609460961,9.93956559257863,14.768227787719233,4.3970547242489335,5.073516941583509,29.688698478893464,3,12
20.73318609454947,29.75785170290708,1.340559603744783,22.484972485068738,5.860828562166217,50.74059649226617,6,16
